x1,x2,y
-0.6293173,3.9103136,0
-0.8170965,3.8545275,0
-10.293291,4.7022285,0
-9.900814,5.5813603,0
10.488668,-1.8409419,0
10.505875,-0.75213605,0
0.77649856,4.3990507,0
-8.87742,4.717125,0
-1.2608812,5.845197,0
10.013088,-1.8045435,0
-10.025858,4.7018423,0
-9.918034,4.543897,0
9.554938,0.41537067,0
9.520362,1.7450455,0
-10.1949005,5.707408,0
-9.091034,4.5423994,0
-9.545663,5.133821,0
-0.84832877,3.66302,0
0.9749108,3.757042,0
-1.9542724,5.091587,0
9.35895,0.37869582,0
-0.79599637,4.1754775,0
2.5024683,5.5077386,0
10.671782,-0.30973053,0
0.33094376,3.8318946,0
-10.024788,3.6914623,0
9.020365,-1.4649042,0
-11.183329,3.9816484,0
9.546224,1.5028172,0
-12.223978,4.1425915,0
0.089934506,5.2849693,0
-0.35415223,5.1839824,0
0.2604934,5.9617987,0
9.210595,0.16981514,0
-9.551225,4.6655874,0
-1.2358447,5.9127693,0
7.885414,-0.5318451,0
-0.8524681,5.604592,0
9.920794,-0.72275877,0
-0.6333562,3.0898805,0
-0.53037375,4.0619764,0
-10.312173,4.2316327,0
-9.875704,5.90636,0
10.833116,1.0083579,0
-0.35650235,4.967752,0
-10.103548,5.3560786,0
-8.130568,4.6651025,0
-0.22745495,5.2076173,0
-10.577834,4.2927036,0
9.846,0.5572285,0
