y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.0,1.4775403,-0.21145023,5.287813,-0.18068254,0.0,2.372242,4.8911614,1.0,-2.352725,3.0671403,-0.88558304,-4.0178475,1.0,3.5237172,-0.47702974,-0.6764919,0.0025120825,0.8856249
1.0,1.0,2.5047178,0.611214,1.1077462,0.12776156,1.0,2.8732767,5.6443377,1.0,-0.3993836,3.7902966,-1.8482827,-3.6138468,1.0,-2.4260821,-0.06373143,-2.3825676,-0.28799656,-3.365247
0.0,0.0,0.7159457,-0.010986149,3.9417624,-0.82750994,1.0,3.070002,5.2693257,1.0,0.8481549,3.541536,-0.24690002,-3.3042972,0.0,1.599608,-0.18407314,-2.510671,0.17512773,0.3603381
1.0,1.0,3.485603,-0.20480144,-0.5335218,-1.3104142,1.0,0.558945,4.906888,0.0,0.26820725,-0.35650623,-2.0107367,-3.545425,0.0,-2.357083,0.29908776,-3.5948591,0.14094417,-2.0292087
0.0,1.0,0.8734107,-1.7133627,2.346241,0.17633879,1.0,1.3251574,7.212357,0.0,0.915166,0.3925935,-2.0308864,-3.3194978,1.0,3.8129272,0.3498481,-1.7350453,-0.17351012,-2.6911812
0.0,0.0,1.5937507,0.099018425,3.8984056,0.226565,0.0,2.7591066,4.7295756,1.0,-1.1945349,0.57735586,-1.0210922,-3.6578286,0.0,2.6608691,0.020513237,-2.1279712,-0.28291214,-1.5205232
1.0,0.0,2.7040448,2.6044168,1.1189102,-0.54803246,1.0,2.8618655,3.646587,0.0,0.057272613,5.5389547,-1.2468324,-2.0559535,1.0,-3.919508,-0.11379783,-3.4470406,0.09337316,0.18214673
1.0,0.0,3.1580236,1.3348137,2.3744874,-2.5693517,1.0,2.1804302,5.2673855,1.0,-0.042363882,2.2399952,-2.762184,-1.5543798,0.0,-0.94570553,-1.9035865,-3.729166,1.5185493,1.4855101
1.0,1.0,3.546029,0.9736148,2.326303,0.71839494,0.0,3.2050722,6.4720736,0.0,-1.3012872,2.0070443,-3.6752744,-3.6553452,0.0,1.0454934,-1.4361117,-1.9113408,0.67584217,-0.28013682
1.0,0.0,3.432203,0.99491054,1.0914236,1.8901869,0.0,2.996884,4.3656926,0.0,-1.708126,3.5371654,-1.6369529,-2.7719,1.0,3.0427823,0.8192901,-1.0890744,-0.6280373,0.83140707
1.0,1.0,3.9278107,0.6799537,2.2477834,-1.6690797,1.0,3.4900813,4.9920416,1.0,0.6522224,2.6566145,-2.637259,-3.9027958,0.0,-1.4766777,-1.4393387,-3.9932067,1.5117165,-1.290617
0.0,1.0,1.5593,-0.24007338,4.1748204,-2.5525913,0.0,3.254959,6.6307225,1.0,-0.9786888,1.3570206,-1.8825376,-3.1410801,0.0,0.39568263,0.30054343,-2.9044442,0.3099861,-1.5032967
0.0,0.0,0.95745045,-0.051276967,1.757382,-2.5072393,1.0,2.079056,4.2638516,1.0,0.18876576,2.4939632,0.006249577,-3.6884253,1.0,5.89969,0.36010146,1.3496511,0.2927917,1.089158
1.0,0.0,2.4484928,1.3216907,3.1948452,-1.6868969,0.0,3.5714695,5.3653803,1.0,-2.5094285,4.260992,-2.0387552,-3.466543,0.0,-1.9375683,-0.47574034,-2.4138043,0.43840337,-0.601088
0.0,0.0,0.5152865,-1.3398882,3.1765025,-2.2970927,0.0,2.740777,4.571198,0.0,-1.922606,2.7759242,-0.49844903,-3.6512969,1.0,-3.6469567,-0.36632055,-3.4045026,1.2794366,0.21889192
1.0,1.0,1.6472788,1.816463,-1.6077675,-0.38838607,1.0,1.3812499,5.7901697,1.0,0.76329654,1.186978,-1.3558952,-3.452067,0.0,-0.111561775,-1.4120916,-4.0716233,0.50477684,-2.6247888
0.0,0.0,0.07410759,-1.108656,4.069399,-2.3127778,0.0,2.051436,5.69921,0.0,-0.81604815,2.3703084,-0.7028222,-3.7170799,0.0,2.580042,0.28428572,-1.5394156,0.76788247,-0.5561448
0.0,1.0,0.97776884,-1.1850089,1.5526661,-4.4445724,1.0,1.37289,5.7570314,1.0,0.97956073,2.4051697,-1.3271939,-3.1966288,0.0,2.9597995,-1.6736385,-1.724001,2.9396956,-0.72029084
0.0,0.0,1.6596228,-0.21063651,5.5944757,-1.5171407,0.0,3.6042814,5.7679315,1.0,-2.6088796,2.7191527,-1.6516718,-3.9008648,0.0,-1.9017714,-0.113750935,-3.582829,0.2864479,1.4676862
0.0,1.0,1.0906311,-1.4981773,3.4910157,-3.2818754,1.0,1.5045872,7.6219664,1.0,0.8221801,1.8886498,-3.1483607,-3.317355,1.0,0.29203665,1.4859408,-3.2104688,-0.07305063,-2.007871
0.0,0.0,1.0586553,0.07319328,2.9877696,-0.13095379,1.0,3.1479597,2.8344438,1.0,0.698937,2.750827,0.16306537,-3.6583698,0.0,-2.007164,-1.0079387,-3.506958,0.46525332,0.1831387
0.0,0.0,1.3666811,-0.91235775,1.0740314,-2.9874604,1.0,1.3152874,4.8325996,1.0,1.4218805,2.5728137,-0.5840128,-2.8464727,0.0,0.134475,-1.0293118,-3.3805053,1.4016972,-0.39254934
1.0,1.0,1.9799769,0.73818886,5.161491,-0.80558366,0.0,4.205709,5.0698996,0.0,0.2059269,1.93611,-1.8307421,-2.5861514,0.0,0.43088615,1.0004023,-3.0944417,0.032748125,-0.18404412
0.0,0.0,0.21266973,-0.099372454,5.095619,-0.5636829,0.0,3.9129353,5.8467274,1.0,-1.5454417,1.5818913,-0.4419287,-3.6998158,0.0,-0.009374678,-0.6022424,-3.2349615,0.379946,-0.26396018
0.0,0.0,1.2391281,0.53569776,2.0362122,-2.3563802,0.0,2.2756977,4.680443,0.0,-0.9418663,2.530961,-0.38798863,-3.1977272,1.0,-0.7722191,0.020164728,-3.7659457,0.95302004,-1.0019338
1.0,0.0,3.2455347,2.7525153,1.4702518,0.0869962,1.0,3.2491324,6.5425177,0.0,0.76614964,2.8496194,-2.8741777,3.116831,0.0,3.9127555,-6.5194454,-1.5279527,4.9476995,-1.1226652
0.0,1.0,1.3840802,-0.17489403,3.0205812,-2.038148,1.0,1.9316382,7.298566,1.0,0.07709679,1.6838386,-2.2018335,-3.846982,0.0,1.5909523,0.51592386,-2.4897978,0.05035931,-1.7845931
0.0,0.0,1.1696702,-1.16583,0.86820316,-2.646406,1.0,1.1359689,3.1746635,1.0,1.1336608,1.1968482,-0.25582507,-3.670265,0.0,-1.6489837,-0.11725792,-3.5696456,0.6460045,0.67870075
0.0,0.0,1.744273,0.33506143,-0.12217903,0.32489562,1.0,2.4727197,3.3922875,1.0,-0.13752437,2.2396586,-0.33569288,-3.2751796,1.0,-3.5062292,1.3060124,-3.0621355,-0.75319916,-0.24777073
0.0,1.0,1.3342772,-0.76758903,0.9072653,0.4440248,0.0,1.8113836,6.9456425,1.0,-0.3711505,4.003743,-1.9517359,-3.6531982,1.0,7.13899,2.8294878,1.8992329,-0.6164361,-2.661078
1.0,0.0,3.775619,1.8689072,3.117698,0.99226326,0.0,3.268665,3.7973566,1.0,-2.2330956,1.1659312,-1.4768599,-3.0716074,0.0,2.8740258,1.1988678,-2.7369163,-0.8036045,-0.49422455
1.0,0.0,2.4635983,2.6533146,3.6119766,1.1563185,0.0,4.5409203,5.0956016,1.0,-2.2481968,5.1523986,-1.5040439,-2.981491,1.0,-3.7021785,0.60395044,-3.3453434,-0.7273562,-0.63280714
0.0,0.0,0.45366722,-0.2843411,1.1697404,-0.3973838,1.0,1.5177265,3.532816,0.0,0.3317725,1.4185789,0.1913921,-3.7933278,0.0,-4.765129,1.4279084,-2.0707152,-0.47290146,-0.36942297
1.0,0.0,3.4800072,2.2565784,-2.1052885,1.1977131,1.0,1.2850258,2.3355875,1.0,0.068915665,3.013403,0.11043313,-1.5789818,1.0,1.1872056,-0.23050785,-1.6110427,-0.659458,0.11313409
0.0,0.0,0.24482614,-0.35567376,2.272303,-2.1123996,0.0,2.7431521,5.4954796,1.0,-1.7985678,-0.62625456,-0.40677416,-3.708482,0.0,0.09909353,0.026654847,-3.3760583,0.3592679,1.2975128
0.0,0.0,0.9048973,-0.17031477,2.702576,-2.3514316,1.0,2.5964072,4.9015784,1.0,0.2382133,2.1854815,-1.0866059,-3.454103,1.0,0.61526906,-0.3925243,-3.9939263,0.74500483,-0.26459712
0.0,0.0,1.0693868,-0.53944784,5.353632,-0.7597002,1.0,3.8415935,4.0423794,1.0,0.03486091,3.1389842,0.20218468,-3.756934,1.0,5.0143843,0.15949535,-0.2679093,0.05053181,0.49534357
0.0,1.0,0.97763896,-0.372078,1.3801337,-1.0734513,1.0,2.441021,7.4535956,0.0,1.2704813,1.794835,-1.5730395,-3.7013385,1.0,2.5621197,-0.7893075,-2.7882304,1.2356322,-1.992677
0.0,0.0,1.4274056,-0.076791786,2.447885,-0.85069036,1.0,4.23975,4.08493,0.0,0.8581388,4.035,-0.16548556,-3.2724645,1.0,0.1283251,-1.5941725,-2.22196,1.961876,0.067465544
0.0,1.0,1.5809567,-0.9309668,2.6293023,-1.8631417,0.0,1.5273969,6.794486,0.0,-0.42289782,1.5194132,-2.5889242,-3.049496,1.0,0.3835065,2.164545,-4.3385515,-0.4090607,-1.4085599
0.0,0.0,1.0895941,-0.26143315,-1.0574024,-1.254073,1.0,-0.20468652,4.1808333,1.0,0.31085545,2.2196882,-0.69543487,-3.123261,0.0,3.0722067,0.6541141,-1.2884616,-0.45052257,-0.04048401
0.0,0.0,1.4606521,-1.2525145,0.047751904,-1.9481198,1.0,-0.7486908,4.7700233,0.0,1.0885489,-0.101139784,-1.0886441,-2.86449,0.0,1.8006517,0.65227306,-2.501098,-0.09185301,-0.35139745
1.0,0.0,3.144012,1.2309709,0.4998122,0.8714707,0.0,1.7370348,4.797678,1.0,-2.2603517,2.7003062,-1.6944971,-2.8412507,1.0,1.0028372,0.90941644,-3.1813166,-0.7515536,1.2367835
0.0,1.0,0.29930687,-0.24503481,1.1819544,-3.8434377,0.0,0.7409916,4.739171,1.0,-1.7134651,1.9152083,-0.554286,-1.2066758,0.0,-2.3397398,1.9852035,-3.1427238,-0.49463445,1.2140887
1.0,0.0,3.3623781,3.0488088,0.21918583,-0.9786302,0.0,4.513787,5.2588363,0.0,-2.256191,6.777846,-2.1756413,-0.93480396,1.0,-2.8820624,0.052505016,-2.5258298,0.23115033,0.7854166
0.0,0.0,1.3716364,-0.28259444,-0.4347067,-0.25261772,1.0,1.4209663,4.2709513,1.0,1.0015267,4.195286,-0.314071,-2.8888686,1.0,5.288165,-1.0473075,0.36505806,0.21410471,0.12665254
0.0,1.0,1.3064756,0.5047592,1.1180176,-1.6012131,1.0,2.2439606,6.3190584,0.0,0.80906475,0.9664613,-1.3536409,-3.7956812,0.0,-1.8083963,0.5849881,-3.2306638,0.3714288,-3.004187
0.0,0.0,0.18853688,0.41267854,4.149146,-2.405608,1.0,2.2750876,5.238502,0.0,1.2470317,1.5870893,-0.25119448,-3.3902366,0.0,-1.6144574,-0.12814683,-2.5081148,1.22531,-1.3220847
1.0,0.0,3.179009,1.1700513,1.0199202,2.0512156,0.0,2.0501504,5.1276965,1.0,-1.6922817,2.6369302,-2.6103585,-2.4250717,1.0,-1.6629059,-0.26947725,-2.5617125,-0.5893096,-1.6054406
1.0,1.0,3.041409,0.34426382,1.3834261,0.502142,0.0,2.897329,4.7782917,0.0,-1.2365569,3.4551785,-1.6683186,-3.189927,0.0,-1.3207388,0.42122686,-3.8145533,-0.3389771,1.1258323
0.0,1.0,1.6342323,-1.0661669,1.076551,0.5918336,1.0,1.7053049,6.1064644,1.0,0.54754984,1.7184505,-1.7929175,-3.5106404,1.0,1.5934739,1.3577601,-1.9899926,-0.8104661,-2.241838
1.0,0.0,2.3900557,2.3024292,2.119949,-1.1671035,1.0,4.199179,4.472134,0.0,0.8558175,4.658329,-0.5869198,-1.5454903,0.0,-3.4032516,-1.3218372,-3.2408864,1.5670321,1.4280915
1.0,0.0,3.5377643,2.1575937,0.12534928,-0.2668109,0.0,1.7457546,4.8132815,0.0,-0.84726673,0.43626142,-1.9452288,-0.6678759,1.0,-2.352151,0.58676624,-3.6758678,-0.48074505,-0.29927447
1.0,0.0,3.3488846,0.9000009,0.8665612,1.368001,0.0,3.9185286,4.239682,0.0,-1.6495132,4.7095995,-0.81125784,-2.8955803,1.0,-0.57498056,0.3217774,-3.3578131,-0.45391235,-0.98002094
0.0,0.0,0.9360509,-0.30295122,5.7558107,-1.9800671,1.0,2.5797563,6.1525197,0.0,0.865778,2.0977173,-1.2971083,-3.1343873,1.0,0.72292763,-1.2676773,-3.0793965,2.0381625,0.14152849
0.0,0.0,1.250845,-0.8741332,3.6848269,-1.2910075,0.0,3.4597044,4.50418,1.0,-1.3122171,2.8915753,-0.6495086,-3.8053505,1.0,0.8829388,-0.5001714,-3.1829388,0.49096036,0.5586909
0.0,1.0,0.29804552,-0.6923526,5.4943347,-1.0567465,0.0,3.2409725,6.0097203,0.0,-1.4359772,2.4281774,-1.2609049,-0.7269836,0.0,-4.2819576,2.510357,-2.4923606,-0.6530147,-0.25400028
0.0,0.0,1.4447376,-0.67841446,3.3531919,-1.0591246,0.0,2.9181333,4.4733605,1.0,-0.7997997,3.1223907,-0.8663115,-3.5070868,0.0,-0.85563505,-0.45230472,-3.1880307,0.2961287,0.24729007
0.0,1.0,1.3087946,-0.5880624,0.9215964,-3.1722314,0.0,1.2230114,6.0634336,1.0,-1.9237608,3.481556,-2.0789776,-2.8885636,1.0,0.30587965,-0.33833933,-3.0789053,0.6178328,-0.45749617
0.0,1.0,1.3379338,0.5615585,-0.8627491,-1.3600609,1.0,0.530382,4.787183,1.0,1.3575387,2.269069,-0.23395357,-3.6022327,1.0,-0.508893,-0.6991925,-2.8185828,0.365355,-2.2113662
1.0,0.0,3.3334146,1.4708146,-0.25441515,-0.16786754,1.0,2.8067238,5.4550805,0.0,0.62802154,2.9048347,-2.2498217,0.6460701,0.0,-2.3877249,-2.5042534,-1.9268863,1.1417118,-1.9126517
0.0,1.0,1.3240749,-1.4769394,0.3408656,-0.9818392,1.0,-0.45312506,6.316763,0.0,0.83959526,2.3487422,-1.8830252,-3.8428967,1.0,6.3605666,0.17486586,1.686194,0.07812424,-1.9042821
1.0,0.0,3.0355246,1.2556268,0.42939025,-1.8249531,1.0,2.7559202,5.1698,1.0,1.1546535,3.7029686,-2.1878278,-0.37995118,1.0,3.195364,-2.593278,-0.91501546,1.7522855,0.56723464
1.0,0.0,3.627853,1.672009,-1.4062357,1.8664753,0.0,1.522984,2.554979,1.0,-1.8244387,2.238379,-1.1026139,-3.0339575,0.0,-1.8055148,0.2083765,-4.341051,-0.7469262,0.19040483
1.0,1.0,3.4523077,0.117213815,-1.2204062,0.25699306,1.0,0.72705007,6.3374815,1.0,0.40111703,0.91575575,-2.506609,-3.6700253,0.0,-2.8226144,-0.16120711,-3.5939157,-0.4385628,-2.766486
1.0,0.0,2.8090305,1.2679281,1.7526824,2.180116,0.0,3.1258974,4.804486,1.0,-1.051822,2.1780043,-1.789813,-2.62584,0.0,2.8248086,0.47120237,-1.4608808,-0.8045094,-0.46338508
0.0,0.0,1.5377281,-0.69805396,2.2293797,0.45752645,1.0,2.1227176,5.009721,1.0,1.2415075,1.3208706,-0.7546108,-2.57496,1.0,1.7938782,-2.1119375,-3.0636673,0.5910829,-1.9051841
1.0,0.0,3.4003088,0.9071046,3.1512527,-0.12273157,0.0,2.586266,4.150676,1.0,-1.263269,1.6191723,-2.0096576,-2.9116833,1.0,-0.05631715,-0.7556714,-2.2824268,-0.0912135,-1.4818932
1.0,0.0,3.4878812,1.7294877,2.318283,1.2378981,0.0,3.6284149,3.7530289,0.0,-1.5130678,3.352817,-0.447195,-3.0482757,1.0,1.5834771,1.2653503,-3.115673,-0.72487533,0.15271345
0.0,0.0,0.6124409,-0.6945712,4.439166,-0.42794514,0.0,2.495599,6.0075808,1.0,-1.0736504,1.8851069,-1.2987572,-3.6060166,0.0,-1.762435,1.3557621,-4.6215343,-0.65060407,-0.60441875
0.0,0.0,0.5075413,-0.08720996,2.4586778,-1.4125003,1.0,1.7417117,5.5008883,1.0,1.4530675,1.8204913,-1.0174239,-2.739104,0.0,0.06731284,-1.6067027,-4.3635426,0.9347127,-1.2770811
1.0,1.0,2.681214,0.2748089,-0.7338656,2.34276,1.0,0.7332254,5.448172,0.0,0.8809066,0.27800584,-2.108411,-3.6265395,0.0,4.441348,0.51276636,-2.3766985,-0.7325298,-2.9941154
0.0,0.0,1.5985378,-0.70272243,2.611637,-1.8103989,0.0,2.9560745,5.1362877,1.0,-2.1667337,1.7620413,-0.5665966,-3.832367,0.0,2.6169758,2.2261028,-2.865815,-0.6751788,-0.7127464
0.0,1.0,0.72598344,-0.8957747,4.980344,-5.0317726,0.0,2.6258736,4.4087906,1.0,-1.1489823,1.6417166,-0.61126816,0.55765307,1.0,-5.169645,0.56535333,-2.0072777,0.4852548,-1.5007248
0.0,1.0,0.613586,-2.1630332,6.350483,-1.6457345,0.0,2.5863113,8.003292,0.0,-1.3306117,2.0951693,-3.1820638,-1.5339162,1.0,0.026420861,1.6689899,-3.1524398,-0.4445235,-1.0823642
