y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
0,0.0,1.4113333,-2.3796396,0.1105769,1.3901699,1.1627287,4.7211337,-3.0154831,1.059499,0.0,1.1198177,0.005079977,1.0531299,2.5636404,0.0,0.35301885,3.0794716,1.7121853,-1.1392025,1.0,-2.8730285,3.3533208,-0.6482792,-2.644755,-1.7578168,-1.1722965,0.38399392,1.0,-0.8519046,-0.80196136,-0.5521603,0.0,7.5916142,1.0,2.753396,0.0,0.0,1.6458973,-3.0563216,1.5928173,3.2716966,0.7778108,-1.960674,-0.24172282,-0.08106542,0.0,-0.12642738,2.8758867,-2.2276888
0,0.0,-1.0482883,3.352628,1.6208842,0.25484025,-1.2727638,1.2664815,-3.3655348,-1.4539407,1.0,-2.6169784,0.027580112,3.2307754,0.62465847,1.0,-2.854103,1.3627635,0.78134674,0.061424658,0.0,-6.0537157,5.5722537,1.2215062,-4.41508,-1.6173604,-2.4524267,0.2305541,1.0,-0.43683338,0.83961946,-2.4952648,0.0,4.196339,0.0,1.2775505,1.0,0.0,2.3583305,1.1186503,4.0580516,2.1086423,0.5740255,-1.2146002,-2.99189,-1.3269885,0.0,-0.037537962,1.9961988,0.19109678
0,0.0,-1.2951791,-0.82685137,2.1737955,0.32244086,-1.7383484,2.9519827,-2.7063818,0.95466363,0.0,-1.244656,1.2226468,3.010395,3.0207431,0.0,-2.262679,-1.4137099,-1.5847486,2.0365965,1.0,-2.5266552,6.707597,0.803812,-4.350622,3.5314217,-3.1755059,2.1297836,0.0,0.111261085,2.5366716,-3.6599987,0.0,6.64756,1.0,1.2722602,1.0,1.0,5.3901024,0.52773464,5.3545513,7.6107025,-2.2146335,-0.88433594,-1.4908907,-1.8872734,0.0,0.62546813,1.8347374,-2.9759362
0,0.0,-4.810503,-0.098306715,0.58630055,-1.2775035,0.115219004,4.343032,0.57704735,1.7862909,1.0,-1.1249434,-0.49615932,2.036686,2.2794232,0.0,-3.8445947,2.7792706,3.709505,-0.2042285,1.0,-1.2349799,4.6096187,-1.3833417,-1.7693073,-1.8642119,-1.4540163,2.8655934,1.0,-1.3240888,0.23587996,-1.1055275,0.0,7.5649023,0.0,2.1680813,0.0,0.0,5.05753,1.0072376,-4.097807,0.33139044,0.13231754,-0.110173464,-3.408809,-2.5319653,0.0,1.5524943,3.3382099,0.48297292
0,0.0,-2.9881785,1.7483405,2.6783051,-1.3759627,-1.8816385,0.24768662,-0.44028634,-1.9553024,1.0,-2.84503,-0.5190859,2.859517,-0.47815365,0.0,-2.337864,3.6457105,-0.4847517,0.32245398,1.0,-1.9730291,7.6322546,0.34430152,-3.4920435,-0.42337346,-2.660431,-0.8356136,1.0,-0.86313766,1.1215148,-3.7095017,0.0,8.206614,1.0,-0.07705444,1.0,0.0,3.638791,3.30877,2.388032,3.7664046,-1.6056498,-2.1991315,-5.518986,-3.5161994,0.0,0.283768,3.8943462,-1.3710732
0,0.0,-0.06757593,1.2691092,0.3871107,0.6966809,0.57410705,4.0000196,-2.98601,1.593438,0.0,-1.3904461,0.21428995,2.9717207,3.3296878,0.0,-0.9881561,1.7918129,1.0150146,-1.099081,0.0,-4.6969066,4.9945393,0.21748815,-4.933578,-1.4453378,-2.8255925,0.7416254,1.0,-1.4914463,0.6156738,-0.55325043,0.0,7.8418674,1.0,2.5373573,1.0,0.0,5.346771,-4.1881876,3.6865718,3.801362,-0.6537983,0.40271366,-2.1855333,0.54623955,0.0,1.0736969,2.384477,-1.4356741
0,0.0,-1.9685216,2.096889,2.6473472,-0.16225809,-1.8364143,1.12106,-3.0036929,2.0528765,1.0,4.044624,1.391273,4.3270254,2.8088107,1.0,-0.9959074,-0.63680136,-0.86807036,0.6820983,1.0,-5.918,5.5218043,-0.14218208,-2.675708,-1.3932678,-3.0917296,-0.768636,0.0,-1.2769508,1.3638539,-4.1130195,1.0,6.5277257,1.0,-0.36320934,0.0,0.0,5.571707,0.9771961,-0.94349957,3.1878333,-0.45896566,-0.11390554,-2.7985697,-1.6904638,0.0,2.560729,0.5046636,-2.4953136
0,0.0,-2.2798574,1.9735057,2.7241051,0.33366823,-1.8826959,1.273907,-3.1434875,-1.0280142,1.0,-1.228952,0.57618445,3.4313698,0.29234275,0.0,-1.6630939,1.5811703,0.6149722,0.052383192,0.0,-3.8360145,5.813848,0.9223015,-1.7036376,-1.0724652,-3.4944792,2.3106644,1.0,-1.2340773,1.3387407,-3.9626808,0.0,6.8225894,0.0,0.35488242,1.0,0.0,2.8222036,1.7770126,3.3071299,4.4325523,-1.4335098,0.17110527,-3.2329843,-1.6186774,0.0,-0.5911188,4.447255,-1.508995
0,0.0,-1.6350398,-0.32871896,2.2393045,-0.85956615,-1.6949898,1.9032936,-2.069125,1.9759252,0.0,-0.713728,0.75712967,2.4366732,2.3194494,0.0,-1.1015673,3.9865122,0.8370559,-0.9306776,1.0,-1.8794515,6.5269656,0.8394522,-4.0041156,-0.07834417,-3.4166741,0.68488175,0.0,-1.4421419,0.5097797,-4.1796556,1.0,9.385651,0.0,0.22996017,1.0,0.0,4.023745,-1.6834166,6.614365,3.6525145,-2.710438,-1.9243045,-3.151013,-1.2124552,0.0,0.8186606,3.2737558,-2.504138
0,0.0,-3.8862934,1.7538345,1.6607023,-1.1205623,-1.382095,0.3892628,-0.80349886,-0.09732163,0.0,-2.2145312,-1.1531531,3.397963,-0.68541175,1.0,-2.3009655,2.0938013,1.2053672,1.2444884,1.0,-3.276801,7.0100102,0.14542866,-3.8297267,1.0291154,-1.8474678,0.34085906,0.0,0.27314457,1.4898928,-3.8514864,0.0,7.009458,0.0,0.39233112,1.0,0.0,4.7874475,1.1076384,2.1975343,1.5360091,-1.0123937,-0.78075874,-5.9507165,-1.5834559,0.0,-0.17027678,2.195127,-1.9967129
