y,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,-1.9863484,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0
0,-2.3875642,-1.6590323,-0.3712114,1.0,-0.40307158,-0.634223,1.6929382,-2.7767353,0.0
0,-2.4336357,-1.0588254,4.412596,0.0,0.43971586,-0.4026149,-0.10460079,-1.6979446,0.0
0,-2.4682233,-0.96388954,1.5259126,1.0,0.48249596,-1.1841648,1.2879176,-1.468444,0.0
0,-2.6308198,0.31439346,0.15015852,0.0,-0.4252823,-0.6061497,-1.0226648,-2.604118,0.0
0,-1.8331351,0.471088,1.9784826,0.0,-0.607103,-0.082576066,0.13210154,-0.7635851,1.0
0,-2.0370033,0.78455657,0.92408067,0.0,-0.2131308,-0.05009699,1.0562968,-0.89993566,1.0
0,-2.1666138,-2.0421665,-0.020783067,1.0,-0.21634051,0.2558738,0.50544727,-3.3591156,1.0
0,-1.8448113,-0.7257314,1.0139302,1.0,0.010158423,0.04984075,0.17496169,-1.5706034,1.0
0,-2.262111,-1.3593566,-0.3356496,1.0,-0.19358869,-1.0623426,1.2790928,-1.8306727,1.0
0,-2.5653877,-1.5396216,1.3529986,1.0,-0.56434834,0.039212942,0.9969611,-2.5378213,0.0
0,-3.2791471,-2.3770933,-0.08029735,1.0,0.032549147,-0.01990515,-0.653568,-2.374584,0.0
0,-1.9267286,-1.1722076,5.5090632,0.0,0.30011848,-0.27591693,2.765165,0.51983035,1.0
0,-1.7143519,-0.0749318,1.6848534,1.0,-0.30931923,-0.8958639,0.08054638,-2.3528268,0.0
0,-2.1215267,-0.6725282,-2.3991408,1.0,-0.3738754,0.2909149,-1.6286955,-3.227192,1.0
0,-2.0920932,-1.38725,2.0467153,0.0,-0.42887226,-0.6055131,0.6713561,-2.7925553,0.0
0,-2.410249,-0.31750146,2.9887662,1.0,0.1801297,-0.92904854,1.5124813,-0.64276266,1.0
0,-1.6583161,0.77916914,0.26964045,0.0,-0.07058218,-0.49325636,0.18733844,-2.0313942,0.0
0,-2.8031032,0.42984796,0.39498568,1.0,0.4568357,-1.2603613,-0.11098063,-0.90936726,1.0
0,-2.3021023,0.6360999,2.630186,1.0,-0.50209343,-1.2715244,1.9752355,0.6887657,1.0
0,-2.4718895,-1.3145782,1.265152,1.0,-0.50943875,0.4945702,-1.1944054,-3.0825787,0.0
0,-2.499619,1.2095606,1.2570134,1.0,-0.97264093,-1.7115116,1.4942749,-0.62053543,0.0
0,-2.0282967,-0.9588432,-0.3826356,1.0,0.41212884,-0.062370002,0.09342292,-3.2277868,0.0
0,-2.0412598,-1.998461,0.3620472,1.0,0.16686234,0.45772618,1.0547231,-2.6778085,0.0
0,-2.7413735,0.9997516,2.3697343,1.0,-0.08330916,-1.1302559,0.20388734,-1.5430403,1.0
0,-2.772022,-0.06859973,2.7776136,1.0,0.123540714,-0.5026554,0.1948117,-1.0889878,1.0
0,-2.2028017,-0.14049166,-0.61172676,1.0,0.2893466,-0.9119915,-0.005131766,-2.5737963,0.0
0,-2.164939,1.2309196,2.7327573,1.0,-0.6481165,-1.7426472,1.0582962,-0.38735878,1.0
0,-2.4904845,0.80893177,3.2126825,1.0,0.7682544,-1.623533,1.4294221,1.2320694,0.0
0,-3.1016545,-0.86717117,1.5733932,1.0,-0.28702694,0.10473654,-1.3317862,-2.5735767,0.0
0,-2.7715688,-0.38367793,1.7720757,1.0,-0.28657898,-1.2295694,0.91373885,-1.2797903,1.0
0,-1.883173,-1.5273707,1.0357056,0.0,0.63644826,-0.21852103,-0.14121664,-1.8665181,0.0
0,-2.7656732,0.77816004,1.067158,1.0,-0.34282875,-1.372731,0.25289562,-1.0991238,0.0
0,-2.4794,-0.54031086,1.942069,1.0,0.1672298,-0.2853397,1.5351416,-1.2778368,1.0
0,-2.181828,-0.075425506,2.1393652,1.0,-0.54690325,0.30682874,2.3992026,-0.8731162,1.0
0,-2.528159,-1.2006942,2.5274796,1.0,-0.784019,-0.12428547,1.9212685,-1.3341249,1.0
0,-2.4333122,-0.4291117,1.9896356,1.0,-0.24470687,-0.24430902,1.3966984,-1.2863022,1.0
0,-2.59603,-0.7071333,3.6016154,1.0,-0.32147008,0.5571455,0.17388976,-2.2273302,0.0
0,-3.0325623,-0.38395035,2.4655886,1.0,0.1269043,-1.3355525,0.16829526,-1.183087,0.0
0,-2.6231472,0.18397981,3.842966,1.0,0.40216362,-1.0036325,0.47246134,0.18495074,1.0
0,-2.2456691,0.22002268,-0.49163818,1.0,0.6067609,-0.24718744,1.6830668,-1.0627897,1.0
0,-2.2116766,1.7722685,-0.32506466,1.0,-0.14338256,-1.6644443,-0.115462095,-1.7618986,0.0
0,-2.779219,-0.2367779,0.28692234,1.0,0.072705775,-1.1372274,1.6454427,-1.0941565,0.0
0,-2.1078901,-1.3789291,3.0615566,1.0,-0.62610847,0.051049307,2.36017,-0.55480134,1.0
0,-2.6913662,0.2646842,2.5971441,1.0,-0.5836811,-0.54172015,1.3926547,-0.819977,1.0
0,-1.6842222,-0.26405072,-0.5656588,1.0,0.026101721,-0.7000338,-0.7098018,-2.4873905,1.0
0,-2.939033,1.0259225,0.333866,1.0,-0.49003166,-0.8287761,0.37164396,-1.4334682,1.0
0,-2.3223343,-0.9782785,-0.023474574,1.0,-0.5674132,-0.22294483,-0.0148305185,-2.7374783,0.0
0,-2.072964,-0.80685127,2.5786705,1.0,-0.33522075,-0.044643044,2.151505,-0.37679347,1.0
0,-2.0599263,0.034800887,5.3303213,0.0,0.3351801,-0.45966288,2.5397656,0.08386947,0.0
