y,x1,x2,x3,x4
0,-4.5897136,1.6334076,-1.6528931,0.0
0,-3.736393,1.0132635,-1.0528303,1.0
0,-8.080393,1.1549683,-3.5770931,1.0
0,-3.5223835,1.0852987,-1.7911023,1.0
0,-4.8129535,1.7087185,-3.0681014,1.0
0,-3.2544854,1.4269091,-1.3237476,1.0
0,-7.193552,1.1505667,-3.6650748,1.0
0,-2.912044,1.1326542,-1.1794199,1.0
0,-3.9275818,1.7482449,-2.4534075,1.0
0,-3.7920244,2.1537359,-1.4380879,0.0
0,-6.1394243,1.2933077,-3.6467323,1.0
0,-5.7600765,1.4046086,-3.9637818,1.0
0,-2.9629512,1.2364544,-1.9451364,1.0
0,-2.642785,1.9384038,-3.5661812,1.0
0,-3.9686258,1.2154584,-4.2409606,1.0
0,-4.828283,1.2031122,-1.8025187,1.0
0,-6.6885395,1.5791678,-3.5165153,1.0
0,-5.803035,0.96053183,-1.0596536,1.0
0,-2.9161692,1.456772,-1.6842674,0.0
0,-6.2598543,0.9615768,-1.2901326,0.0
0,-5.863736,1.3990905,-4.527314,1.0
0,-5.593711,1.0646381,-1.3564384,1.0
0,-10.212598,1.1836972,-3.836628,1.0
0,-3.986534,1.1458493,-0.81032264,1.0
0,-3.9833574,1.4398288,-3.0848663,1.0
0,-4.833738,1.1260383,-3.4849832,1.0
0,-2.6512954,1.2785817,-3.4901702,1.0
0,-4.9265842,0.72575927,-2.1784208,1.0
0,-7.3680735,1.7713412,-5.3309617,0.0
0,-4.0497913,0.6538948,-1.5144515,0.0
0,-5.460408,1.080569,-3.4374583,0.0
0,-4.6941915,1.6964474,-1.9338591,1.0
0,-2.7397015,1.2398438,-0.05049479,1.0
0,-2.5333881,1.0770872,-0.25743973,1.0
0,-5.218183,1.6031241,-1.9865607,1.0
0,-5.9638968,0.98854154,-3.140633,1.0
0,-6.0182266,1.0922525,-1.5440228,1.0
0,-6.074009,1.733325,-0.9370675,0.0
0,-4.0211253,0.78937477,-1.6862489,0.0
0,-3.5505095,1.3020537,-1.0498466,0.0
0,-3.9629574,1.3055227,-3.4628983,1.0
0,-6.704385,1.9023979,-5.5116034,0.0
0,-3.2806702,0.8159332,-2.0196605,1.0
0,-4.332543,1.4014434,-2.4336936,1.0
0,-6.8985114,1.4147017,-2.0588558,1.0
0,-4.3119493,1.2234055,-1.6883934,1.0
0,-8.158192,1.0543325,-3.6993248,1.0
0,-3.2453854,0.77605,-1.2883916,1.0
0,-2.5771651,1.0152369,-1.5152187,0.0
0,-3.0025797,1.4995275,-1.9928975,0.0
