y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0,0.0,1.2278153,0.12372428,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355
0,1.0,2.5278897,-0.54957986,2.6629355,-2.5920408,0.0,2.1351724,6.2299404,0.0,-1.0741119,2.196848,-2.278796,-3.6644888,0.0,-3.8167555,1.0247607,-3.76274,0.33472988,-0.35364068
0,1.0,0.87083834,-1.2174493,1.9239254,1.8003302,1.0,1.9143848,6.3425364,0.0,0.05660793,2.833101,-1.6807357,-2.8072948,1.0,5.0393333,-0.20141762,0.42133167,-0.3844834,-0.91736096
0,1.0,0.8968324,-0.27865797,3.3833904,-1.3413818,0.0,2.6863925,6.208044,1.0,-0.41098356,0.23974347,-0.9747641,-2.9851453,0.0,-1.1195112,0.4005112,-3.6557815,-0.132677,-0.56866825
0,0.0,0.98670995,-0.29983753,1.3802246,-3.5612698,1.0,2.9782488,4.814252,0.0,0.7659832,1.9191555,-0.27036193,-3.0944114,0.0,-0.12146604,-0.94407684,-3.7820272,2.8853064,0.26444992
0,0.0,0.40133202,-0.285324,4.38361,-1.0935633,1.0,3.8604684,6.0002327,1.0,0.27169672,4.428577,-1.013255,-3.6522825,1.0,5.3359146,-0.59751105,0.48793072,0.65575963,-0.96518874
0,0.0,-0.08607972,0.0075903684,4.3152256,-3.5382442,1.0,3.6891391,5.049263,0.0,1.4366643,0.6722684,-0.49308705,-3.523427,0.0,1.8296584,-0.22431386,-2.4828916,2.4362214,-0.05280423
0,0.0,1.671333,0.2661597,5.450278,-2.862932,0.0,2.5956163,4.4831944,0.0,-1.2591251,1.552788,-0.6389975,-3.7809196,0.0,-3.2950897,2.4381552,-2.755623,-0.18654312,0.70017666
0,0.0,0.6563053,-0.25154567,4.6801157,-0.77328265,0.0,2.5053387,6.6377926,1.0,-1.7942911,0.060543895,-1.5057479,-3.5656736,0.0,1.8548613,-1.2781088,-1.2019676,0.53687406,-0.575571
0,1.0,1.4834158,-0.5388304,5.976382,-0.10103226,0.0,4.7153664,5.7207594,1.0,-1.5998466,3.1822712,-1.5269151,-1.4570866,1.0,-1.255741,0.08375394,-2.6901345,-0.33399144,-0.05941674
