"x2","x3","x4","x5","x6","x7","x8","x9","dist_x_interest","no_changed","dist_train","dist_x_interest_all","no_changed_all","id","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
5.7083302,-5.1914001317,0,1,2.47959712022,1,1,-6.516434271,0.386246560033878,6,0.0167934713352862,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
6.0834219,-3.907722852,0,0,2.22400095392,1,0,-4.1657268752,0.362367232269245,6,0.0108514650349332,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.5199155,-1.8868389123,1,2,2.57190363655,1,1,-6.2795442842,0.630210426011743,8,0.15216801001283,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.7944013,-6.6002305427,0,0,2.04577731262,1,0,-4.4057116409,0.39541891838651,6,0.0209806180352408,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.8616932,-3.7619398383,0,1,2.94198595055,1,0,-2.5698688359,0.271147676235706,5,0.0183588008480551,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
6.1416805,-2.4688037296,1,1,2.47439463158,1,0,-5.0445954807,0.349551343830035,6,0.0120284798244354,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.9484393,-3.5311190952,0,1,2.31711121031,1,0,-6.154024598,0.212536593403912,5,0.00838177820084474,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.9436753,-1.5960358821,1,1,2.54784487718,0,0,-3.8292879551,0.224001894146078,5,0.013220810510287,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
6.1519888,-1.5743657397,1,1,3.25375452796,0,0,-3.9778765898,0.239812952061721,5,0.0327693067472116,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.8353371,-6.102709981,1,1,2.83446362961,1,1,-3.5842631264,0.52979937256795,7,0.0354515071755727,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.7000682,-2.1323779368,1,1,2.93973712776,1,0,-4.3236889703,0.380885358089303,6,0.0141757296778643,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.7808753,-2.064178721,1,0,3.14134292113,1,0,-4.4255969184,0.496426297149985,7,0.0281128538208469,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
5.9799302,-2.690880606,1,1,1.4270823269,1,0,-4.4040219627,0.334680330514832,6,0.0127053161727116,0.277413535188501,4.77536231884058,1,25,"sim","cfs","bn_50","20","coverage","0","0","ARF"
