"x1","x2","x3","x4","dist_x_interest","no_changed","dist_train","dist_x_interest_all","no_changed_all","id","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
1,-0.26640320026,1,3.58850586636,0.0808504411854484,2,0.00130794528217219,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,2.29134801115,1,4.0694877782,0.168648194364509,2,0.00177522271933209,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.28167035073,1,2.64124240542,0.0785454063536871,2,0.000455510199386137,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.63272562571,1,2.70293533255,0.0905088712051409,2,0.000762133749883706,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.30691210008,1,3.21506040469,0.0908538205089932,2,0.000893864499288846,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.14012528646,0,0.63343611966,0.283852179461467,3,0.00162541786454928,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.71434490452,1,1.52218337339,0.0692613029505291,2,0.000867390640278436,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,1.26156304618,1,2.61077812752,0.107863870741082,2,0.00248169758998089,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.12623022895,1,1.32530486397,0.0473387258272165,2,0.000235696986674727,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.12554436029,1,2.85493589128,0.0704035647178075,2,0.000227465731679731,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.54483455812,1,2.87045648195,0.0911924667138389,2,0.000363520623163499,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.35804786844,0,0.56476564606,0.289127947764379,3,0.00104232275765028,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,1.51216684777,1,4.1948939834,0.147369436295871,2,0.00155024169796895,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.14811173211,1,2.24286401494,0.0574076930382433,2,0.000433265443986446,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.53358790377,1,4.81649380486,0.129976694320796,2,0.000772784430792279,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.64900227992,1,3.52143063211,0.107463018847634,2,0.00104762998005912,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.91676929655,1,2.67589703895,0.0986413917944907,2,0.000467846327144959,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.77210734534,1,3.39611568392,0.108703654709828,2,0.000640603153682244,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.17632101651,1,2.12345780096,0.0649167207829708,2,0.0014018944069717,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.41048794065,1,4.06495451155,0.0860290037723426,2,0.0048614942654395,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,0.5005473917,0.00250157846514133,1,0.00160485519045584,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
0,-0.7987691,1,0.84689656369,0.25946540522821,2,0.00228231002967025,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.3526107745,0.0397398616633863,1,0.00110565309536651,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,3.28342546986,0.0584551721396947,1,0.00287300309108078,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.7847244389,0.0484281015790374,1,0.000640753098789841,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.28006866366,0.0382813026894627,1,0.000355100389654918,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.55308772355,0.0437707266287946,1,0.00276391324773438,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,1.33224100483,0.0192239231686385,1,0.00272098916675038,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.23896565364,0.0374548701053299,1,0.000956655182931727,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,3.86884262695,0.0702257897585535,1,0.00703654004382138,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,1.72024796641,0.0270253371226051,1,0.000419585544243838,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,1.76986720475,0.0280230001975009,1,0.000601487350235545,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,1.64647010973,0.0255419317778832,1,0.00190299088896581,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,4.36520081151,0.0802057541680156,1,0.013624805162815,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,4.07660983845,0.0744032354836829,1,0.00782228647848232,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.48652649615,0.042432421547574,1,0.0025253094444623,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.33537456543,0.0393933039588425,1,0.00102338062297348,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,2.61745031566,0.045064825121656,1,0.00154816775577776,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.7987691,1,1.09434336723,0.0144406637600165,1,0.00130235686362283,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.83404857911,1,3.13219403851,0.105289152429084,2,0.000822382167796609,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.04606039304,1,4.25711360655,0.101024128845193,2,0.00141681957280572,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.579984582,1,3.18139730105,0.098518023325938,2,0.000915143398844832,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.12286811704,1,2.37630989671,0.0608618767014322,2,0.00125420477252794,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,1.74485425174,1,4.35094218267,0.15761447680673,2,0.000988534074872173,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.1752577111,1,3.04769693513,0.0834673417056841,2,0.000548905208099505,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,-0.30538478927,1,3.25842039185,0.0730229191139169,2,0.00114944495052702,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.72376107151,1,3.73642933799,0.114069383844049,2,0.000550107230105964,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,1.45457149607,1,1.63751143426,0.0941904806623875,2,0.0021141314504504,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,0.11790023968,1,1.78762258123,0.0563798188412658,2,0.000691061368021606,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
1,1.3733696336,1,2.16287710034,0.102273355578383,2,0.000595364438015492,0.107678518736917,1.69659863945578,1,13,"sim","cfs","bn_1","20","coverage","0","0","ARF"
