x1,x2,y
-1.575037,-1.6778336,1
2.3580418,-0.47076434,1
-2.6539235,0.5679654,0
0.82345355,1.2742263,0
-3.2988315,1.0969009,0
-3.7748272,1.9319859,0
-0.021802902,-1.4808314,1
0.5391079,1.4641908,0
2.6710043,1.4094995,0
-0.18949425,0.7926744,0
1.2956325,2.0777478,0
-1.2090894,0.12855741,0
5.937866,-1.2559619,1
-2.602004,0.952492,0
5.1020193,-2.2721019,1
0.36851922,1.4002025,0
4.6534696,-2.2083113,1
4.388873,-1.5362434,1
3.5940638,0.42127043,0
-0.98145056,0.629279,0
-2.1683867,-0.013911337,0
4.639027,-1.9458349,1
-1.14569,-2.6146631,1
-1.5480678,-2.0067685,1
2.3195791,0.37923986,1
4.6061974,-1.9515923,1
-0.84300876,-1.9386315,1
-3.033379,1.4454956,0
2.2880514,1.980433,0
5.621377,-0.12807357,0
1.411372,0.34056485,1
2.7392035,-0.42577562,1
3.1762142,1.3146104,0
-2.6786168,0.6610744,0
-4.1090884,2.396807,0
1.1075721,2.1522164,0
2.4764764,1.7169137,0
0.21965313,-0.8691135,1
0.4966799,1.5547311,0
-2.6334555,0.2336778,0
-1.0164076,0.4477923,0
1.7793959,-0.21970467,1
1.4128087,0.22554828,1
-5.566626,1.1695056,0
4.7711873,-1.9830287,1
0.41398048,-0.5783245,1
0.14758486,-0.5333786,1
4.8955774,0.03765645,0
0.01101613,-1.4763712,1
-6.000659,1.4530227,0
0.86134934,2.2208116,0
-2.1860485,0.3116573,0
-0.6048827,-1.9977067,1
2.3058238,-0.5366787,1
-1.5338452,-2.9886966,1
-1.3195171,-1.9665382,1
5.735538,-1.4379088,1
-0.641917,-1.5904509,1
1.2723632,0.020975165,1
1.3928597,0.3190935,1
-1.978306,0.034127403,0
3.1278026,0.9780861,0
-2.8654573,-1.6476058,1
6.6348763,1.0057459,0
-1.8083014,-0.045814916,0
-1.7569711,0.5825854,0
2.7113762,-0.79458654,1
5.791237,-1.4178883,1
0.058092237,-0.8512902,1
2.7768455,1.1522186,0
2.5864668,-0.62293327,1
1.3665562,0.13628024,1
1.0856674,0.18808064,1
-5.300772,-0.61055124,1
0.43147045,1.7041037,0
-0.4665565,0.7422699,0
0.348746,1.2574528,0
4.299567,-2.179312,1
-0.3745371,0.8727019,0
-2.9113574,-0.76467013,1
