x1,x2,y
0.3208058,6.411896,1
10.096245,-0.50154877,0
-9.423381,4.2598305,0
-11.335712,5.4868755,0
0.16724257,8.442575,1
-8.53352,5.367531,0
2.2183633,6.3241796,1
0.4664347,5.377576,0
0.13736056,6.078419,1
2.0079198,5.2465196,0
0.90692276,5.302836,0
9.518118,-0.93667036,0
-0.7996986,6.9154096,1
9.859489,0.04110835,0
-10.424292,2.9454186,0
-10.767301,5.0159574,0
-8.960428,4.9417486,0
-11.293473,4.409844,0
9.266053,-0.08350827,0
-0.22426043,4.0178633,0
10.832448,0.085953355,0
12.073959,-0.48372644,0
0.30333108,3.5079536,0
-9.340728,6.891307,1
-8.262337,5.4995227,0
-11.237839,6.4713736,1
10.088026,0.7927477,0
0.31672505,4.3847523,0
1.3502482,3.521492,0
0.5133423,6.5819845,1
-9.670455,7.4497957,1
1.7577016,5.6638727,0
-10.76714,5.4449964,0
10.794152,0.5552086,0
10.126585,0.7004773,0
10.869732,1.0267252,0
-1.0321077,5.216851,0
8.603125,0.6152222,0
11.671711,-1.4627916,0
10.552538,-0.47506115,0
9.717195,-0.53544503,0
-9.621344,5.6451244,0
-1.1287605,4.7559657,0
-0.18355408,3.2495394,0
0.23196822,4.068938,0
0.8264285,6.3111277,1
8.851953,0.92603284,0
1.3572689,3.9463227,0
-8.069187,4.3453298,0
-9.566355,6.3562684,1
-9.189944,4.6555576,0
-10.847375,6.540038,1
-10.3018265,5.4217024,0
-0.39654577,5.372811,0
-10.452197,7.307711,1
-11.154808,3.3819084,0
-11.262288,3.254939,0
0.9146944,3.3954775,0
8.499002,-0.1405498,0
8.695681,0.084784605,0
7.874064,0.30280212,0
10.14466,-0.41303417,0
-9.657941,4.8708553,0
-9.573079,5.7334976,0
-10.835982,3.763978,0
-11.059789,4.2968674,0
-9.444,5.0839624,0
-9.164253,4.7075,0
-10.06873,5.446029,0
-0.54068404,5.2505713,0
9.562987,-0.28666458,0
-9.798269,6.6520815,1
1.7325975,4.517403,0
-10.81982,4.1743317,0
11.357397,0.35479742,0
-0.9725236,2.6044877,0
-10.844743,4.65311,0
0.28503627,4.86335,0
-1.4371189,4.927244,0
0.09473395,4.474916,0
2.3026454,5.597985,0
10.040668,-0.847326,0
9.4400625,-1.2315227,0
11.636321,1.2704226,0
-10.190685,5.380327,0
-0.42280865,4.9735103,0
11.774136,-1.4076759,0
9.09679,-1.2676678,0
10.327181,0.6327254,0
9.7801075,-0.6836861,0
-0.4369038,5.2662783,0
10.600194,0.83583295,0
0.014968316,4.1613545,0
10.996352,-0.51662284,0
-0.22095656,5.2240295,0
0.33101332,5.8149614,0
10.251863,0.25013298,0
-10.6314335,5.704766,0
-10.271102,4.4730344,0
-12.2906475,4.4889574,0
-1.5829612,3.3983784,0
-1.81478,3.537334,0
-10.275853,3.904592,0
-0.5325025,5.5854177,0
-1.5564827,4.270082,0
-11.170962,5.3318276,0
10.484883,-0.79110837,0
9.86202,-1.2060888,0
-8.753664,5.5654683,0
-0.6659512,5.425931,0
10.2010765,-1.310683,0
10.435039,-0.20723109,0
10.117442,-0.11349415,0
9.04922,-0.39090452,0
0.06156079,4.086549,0
2.315319,4.337984,0
9.369554,-0.7269362,0
0.03839011,5.500685,0
10.680389,-0.2392705,0
-10.222003,5.05714,0
8.987942,-0.067601085,0
1.7565324,5.7560472,0
8.334991,-0.3527699,0
0.078100875,3.478826,0
1.2137336,5.7534966,0
-10.13786,4.7094903,0
9.886783,0.37351114,0
-10.687436,3.788139,0
9.227239,0.16907938,0
0.59087074,5.515086,0
1.2250572,6.0039186,1
-10.581741,4.447615,0
11.143449,-0.88820845,0
-10.437474,3.6900623,0
9.821016,0.22012411,0
0.75407004,5.0146914,0
-0.8756762,6.5096674,1
-1.0292183,5.4402103,0
-10.731289,3.5342765,0
10.519235,-0.037712548,0
-0.527729,4.5553207,0
-8.555433,4.2873936,0
9.369441,0.4136962,0
0.79032135,6.017647,1
-9.787657,6.536827,1
-0.5981305,5.817142,0
-0.25951517,5.587428,0
0.81909424,4.949592,0
9.717679,-2.0403697,0
-11.558329,4.917323,0
-9.714231,4.98147,0
0.7279145,5.117858,0
-10.309616,4.053376,0
-0.55644435,5.3550158,0
-9.534866,4.265458,0
8.065626,0.6660703,0
10.720033,0.2555835,0
-11.210397,7.2620535,1
0.14586425,5.843109,0
-10.267687,5.516785,0
0.40598893,2.603059,0
-2.1884377,5.338975,0
-10.230985,5.686619,0
-1.2290479,3.83222,0
-9.015729,5.860157,0
-12.043098,5.347991,0
-1.238042,4.0803843,0
9.649369,0.1577678,0
8.877807,0.5004229,0
-10.055698,6.2539215,1
-10.274787,4.124277,0
0.3027531,6.0070615,1
9.942205,1.848026,0
-8.277465,4.946851,0
-0.21669078,4.3347282,0
12.210606,-1.3273855,0
9.756446,-1.4173499,0
10.103304,0.39379472,0
-0.254879,5.509038,0
9.377894,0.26159394,0
9.759656,0.27915025,0
-9.841637,5.982025,0
-8.853471,4.9104757,0
11.008127,1.3797872,0
-1.8049359,4.1862183,0
-0.6207915,4.5334706,0
-1.4301977,4.4634557,0
-9.719137,5.22292,0
1.2350342,4.616477,0
9.719584,2.238442,0
10.462962,0.26713738,0
-0.30607778,4.3795867,0
-12.20322,5.524906,0
-9.811061,6.479413,1
9.089962,2.704192,0
8.419458,-0.8621125,0
0.7132452,4.9721293,0
1.180134,4.3169036,0
-9.465006,7.6481047,1
9.965102,-0.1077864,0
-10.652097,5.9536705,0
0.4941846,5.7019963,0
10.011852,-0.7048826,0
1.2744303,4.6639204,0
9.362808,0.15328361,0
-1.724306,4.6448593,0
-0.027696364,4.794323,0
0.43747506,3.897393,0
-10.111996,4.482539,0
10.387049,2.040958,0
11.022972,0.27258614,0
