x1,x2,x3,x4,x5,x6,x7,x8,x9,dist_x_interest,no_changed,dist_train,neg_lik,dist_x_interest_all,no_changed_all,neg_lik_all,dist_train_all,nondom,dist_x_interest_nondom,no_changed_nondom,neg_lik_nondom,dist_train_nondom,id,runtime,job.id,problem,algorithm,dataset,n_synth,node_selector,weight_coverage,weight_proximity,cf_method,log_probs
-0.480581890604343,3.57046883560284,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0827406768735656,2,0.0503858416385081,0.999999611392147,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-20.59076080728245
0.257724490462853,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0489379159887678,1,0.0320589968471593,0.999859962482583,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-13.687207678014918
0.704554322437804,0.265179930976465,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0643650027402731,2,0.0361205112648925,0.999986250661333,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-19.98079787569822
-0.371688426589057,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.035211910658086,1,0.0264036885183218,0.9986645853743,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-8.906918516697418
0.201944713151685,-0.15958166,-0.7198309,0.0,0.7279545,-0.576606197780823,0.9064412,-0.7302626,1.0,0.0511082831185496,2,0.0342293639769411,0.999965244342207,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-13.203678897329157
0.176912947987961,-0.15958166,-5.04710303595419,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0807677361011033,2,0.0527778001674717,0.99999930045479,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-26.59289965685762
-1.24530293458864,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0161604468750917,1,0.0350362560200937,0.999948344129895,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,True,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-10.938597459896751
0.308790240804632,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.050051539084858,1,0.0331726199432495,0.999911943992462,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-14.354775489539241
0.898782787481657,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0629178794813699,1,0.0460389603397614,0.99999980566532,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-25.291205501200146
-1.85578131370233,4.45164077028028,-6.1775321896641,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.106907350703665,3,0.110551304057811,1.0,0.074464200954778,2.92564102564103,0.995693044837504,0.0312609320663303,False,0.0291747645479996,1.48275862068966,0.986046422148555,0.0286325311683575,1,1.43600598971049,35,sim,cfs,bn_10_v2,,coverage,0,0,MOCARF,-39.096833803985874
