"x2","x3","x4","x5","x6","x7","x8","x9","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
0.6810715,-3.0057974,1,-0.6576457114,-1.959595,1,-0.76925171088,0,0.0550596762805236,2,0.00965487552813335,0.972102810663844,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.56927765124,-1.959595,0,0.39639171601,0,0.205101834175206,3,0.0259513821211105,0.999310291125478,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.52343137335,-1.959595,0,-2.12658077778,0,0.17497473004927,3,0.01909066765382,0.898886476685367,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.40655401361,-1.959595,0,-1.67642361409,0,0.161722147708613,3,0.0106320450766632,0.828476472832368,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,TRUE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.80639482053,-1.959595,0,-1.94755467914,0,0.177518209152186,3,0.0169030662289662,0.795481475944766,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-1.12101659107,-1.959595,0,-0.76246472772,0,0.191208212062124,3,0.0184048717893104,0.990276949405991,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.61372409775,-1.959595,0,-1.51295080103,0,0.162830018396531,3,0.00981195834501246,0.780896248239065,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,TRUE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,-1,-1.69604277784,-1.959595,0,-1.55117771601,0,0.314391123575902,4,0.142597861192238,0.99992244995616,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-1.34328980915,-1.959595,0,-0.82934260169,0,0.194923200074616,3,0.0164138781823953,0.983721389086854,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-1.41292705144,-1.959595,0,-1.26018819613,0,0.186544094592587,3,0.0137407543197732,0.861805129988925,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.77249403205,-1.959595,1,-0.72215055064,0,0.0588803150996925,2,0.0112823268624039,0.965563596519892,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.67138817288,-1.959595,1,-1.52431293233,0,0.0394622607949743,2,0.0147883738809855,0.992312120093739,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
0.6810715,-3.0057974,1,-0.73724970998,-1.959595,0,-0.71812075356,0,0.183138188399282,3,0.0179329947980641,0.989806840421734,0.160733402550101,3.28280542986425,0.937248978824415,0.0231513262944495,FALSE,0.0959491799334036,2.40625,0.82479709126108,0.0131895286158126,1,8.72612071037292,17,"sim","cfs","bn_10","20","coverage","0","0","ARF"
