x1,x2,dist_x_interest,no_changed,dist_train,neg_lik,dist_x_interest_all,no_changed_all,neg_lik_all,dist_train_all,nondom,dist_x_interest_nondom,no_changed_nondom,neg_lik_nondom,dist_train_nondom,id,runtime,job.id,problem,algorithm,dataset,n_synth,node_selector,weight_coverage,weight_proximity,cf_method,log_probs
2.3760907907,0.15776953435,0.216477749029352,2,0.0021289062466502,0.975546867675955,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-3.038293913484079
-4.2441848712,-0.80689190334,0.175749556179301,2,0.0110398121565593,0.994912732269504,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-5.976939916256908
2.1655964682,-0.6966273113,0.284777023873801,2,0.0024367272744629,0.968005466994552,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-3.338590852518885
-3.2731789152,-1.00526052736,0.188756674774486,2,0.0028561752588311,0.978344438450669,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-2.850427276009007
-1.8209833873,-1.41521091709,0.256483193343636,2,0.0034722010536662,0.992278456106746,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-3.8775281903463035
1.2407462329,-0.37723647575,0.236660088999206,2,0.0016971567644332,0.93920670605461,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-2.3162848299173633
3.8972269818,-1.94030707792,0.430062285188378,2,0.0014091565163853,0.965970671696102,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-2.5588404388520027
1.5582217271,0.12029974864,0.201274091792667,2,0.002167776240381,0.920656388046304,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-1.8303341918809308
-1.0560486534,-1.57144986995,0.287054374052932,2,0.0030866533122362,0.953185060155785,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-2.4639313116687944
4.201687422,-1.68113917999,0.414759866963041,2,0.0005759873335264,0.950660630516873,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-2.505235540077689
1.061720499,-0.47350922207,0.240860698206231,2,0.0021956448483962,0.956373726763154,0.246037961420863,1.70653514180025,0.961787129022655,0.0024384348521504,False,0.130017334320809,1.175,0.964672484915397,0.0021010598132764,1,6.64144158363342,9,sim,cfs,two_sines,20,coverage,0,0,ARF,-2.400528327048967
