x1,x2,dist_x_interest,no_changed,dist_train,neg_lik,dist_x_interest_all,no_changed_all,neg_lik_all,dist_train_all,nondom,dist_x_interest_nondom,no_changed_nondom,neg_lik_nondom,dist_train_nondom,id,runtime,job.id,problem,algorithm,dataset,n_synth,node_selector,weight_coverage,weight_proximity,cf_method,log_probs
-9.45805148108,6.56121743973,0.130530700333438,2,0.0016417582718509,0.991578732645024,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-4.302043420549882
0.75078030557,6.35175533451,0.310161608854413,2,0.0019079060522945,0.97353195347922,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-4.131946150715555
-9.18852143196,7.17073055476,0.162422276192449,2,0.0067426244311445,0.995782516122911,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-5.621773678789997
-1.93605551656,6.66288610723,0.274185411928027,2,0.0033336032689329,0.99779743619738,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-6.19323995932197
-2.74900540609,7.09474082348,0.278207540674465,2,0.0216668632883202,0.998816814793803,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-8.908974294876883
-2.24622453553,7.08465745337,0.287064556207236,2,0.0119196546223353,0.998864937589955,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-7.632150055864474
0.53071006593,6.63234998104,0.31847592782216,2,0.0021763979187417,0.990034254578946,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-4.4095991922519
-10.89209524485,6.9032919924,0.130215884384247,2,0.0013525839734711,0.995352998023893,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-5.145666542020513
0.32705400896,6.38465989058,0.303774572397798,2,0.0013178468770726,0.984115549306351,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-3.948613043590455
-11.39618107434,6.09162931932,0.103714012541637,2,0.0005744995562268,0.988439695436604,0.183397058354812,1.75285714285714,0.992571605495159,0.0084719485517048,False,0.114115342871377,1.24242424242424,0.98541404047306,0.0022047388677506,1,7.1038990020752,1,sim,cfs,pawelczyk,20,coverage,0,0,ARF,-4.506977456483663
