"x1","x2","x3","x4","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
-4.5897136,-0.5215279964,-0.50727992658,0,0.147044440450824,2,0.00668560412426981,0.834345443089157,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-1.0810422562,-0.71083380483,0,0.171871889264149,2,0.00619160307115227,0.921964156499723,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-1.010634725,-1.48948861833,0,0.147314121133329,2,0.0084265420260453,0.962942521993266,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-1.0135041169,0.70330422851,0,0.205906593983853,2,0.0092082579042733,0.902626104898331,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-0.8102643308,0.90413917443,0,0.200269917328028,2,0.00492245073675408,0.868691289467498,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-0.7073115373,-0.69525379992,0,0.152080027952296,2,0.00495622993359066,0.869089213010228,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-0.8781157518,-1.03621294778,0,0.152228689865118,2,0.00341104525377494,0.904311776190285,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-0.1523060209,-0.55461193247,0,0.125819772323594,2,0.00416099989233959,0.870612336984489,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-0.5155211433,0.3436295955,0,0.169396164666249,2,0.0102543983654941,0.838508651105778,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
-4.5897136,-0.3389155492,-0.58118541195,0,0.135201296048904,2,0.00706577314278275,0.778787272416246,0.202041120879951,2.13935681470138,0.899738003219546,0.00976964337689165,FALSE,0.112386358633411,1.47222222222222,0.899821571777374,0.00936335273999903,1,31.109605550766,29,"sim","cfs","bn_5_v2","20","coverage","0","0","ARF"
