"x2","x3","x4","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
-0.376798,0,4.48889256626496,0.185451082658644,1,0.0896036840204825,0.999999999944141,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,3.08575813890062,0.116476448569448,1,0.0315879727042133,0.998273422026397,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,1.68562779248623,0.0476494877040394,1,0.00345492610092204,0.527734027899092,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,2.01763219030069,0.063970006542902,1,0.000457368220015835,0.784695519502478,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,1.25462033258871,0.0264622220676401,1,0.00346946129095044,0.251310298574858,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,0.741889957182531,0.00125765909751338,1,0.00487014855097865,0.31995197812746,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,3.3459461629089,0.129266651275879,1,0.0334192526377171,0.999397202270086,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,1.75133324780605,0.0508794061280795,1,0.0040273404441727,0.451431785861737,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,2.0800778470467,0.0670396812943129,1,0.00352704297142674,0.824129090455626,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
-0.376798,0,3.20872063145656,0.122520981983593,1,0.0295175797887303,0.998448982342529,0.0902553746228247,1.4175,0.275221994617435,0.00474725009203126,FALSE,0.0487599667872683,1.39473684210526,0.0809930317056729,0.00156898835899511,1,1.27136029799779,15,"sim","cfs","bn_5","NA","coverage","0","0","MOCARF"
